hashtag,tweets,main tweet
My Vocabulary Size,"[('My Vocabulary Size is about 30150 What about you NLN.', 752752898283569153), ('My Vocabulary Size is about 23100 What about you NLN.', 752752928671174656), ('My Vocabulary Size is about 22950 What about you NLN.', 752752789806129152), ('My Vocabulary Size is about 22500 What about you NLN.', 752752775247695872), ('My Vocabulary Size is about 9650 What about you NLN.', 752751731793129472), ('My Vocabulary Size is about 22650 What about you NLN.', 752751521402654720), ('My Vocabulary Size is about 29275 What about you NLN.', 752752832164442112), ('My Vocabulary Size is about 22200 What about you NLN.', 752752795728707585), ('My Vocabulary Size is about 29100 What about you NLN.', 752751282306244608)]","[('My Vocabulary Size is about 6320 What about you NLN vocabulary.', 752751031474348032)]"
Common,"[('Sonicbox trolls most common insults hatersgonnahate Come join me and my ginormous Forhead htt.', 752752972807888896), ('Oh my god come on Just use common sense Don t go in dark alleys take a friend go during the day Ta da.', 752753037437960192), ('The common denominator in MOST I said most not all fatal police incidents is FAILURE TO COMPLY people Respect.', 752753012007895040), ('Balaji Police hitting a common man s such a shame and cruel thing Hope officers wl take necessary action People shld respect polic.', 752753111500853248), ('Pinki licious bringing money words of Encouragement and common sense plus good sex and food to the table.', 752752853035417600), ('If you have common sense you ll know which one it is.', 752753001077497861), ('Common Sense Ralph Laurens Turnaround Plan Has Parallels of Ford Motors Road Map The fashion company und.', 752753114113908736), ('Thomas Paine wrote pamphlets like Common Sense and The Crisis to encourage American independence and resolve facts.', 752753111513587712), ('Evelyn Fuentes besides the only cousin that has common sense and wants to have a good time of course Evelyn.', 752752917250134017)]","[('ava But me and Wy got that in common.', 752753110532120576)]"
Lynx,"[('Minneapolis police leave Lynx game over shirts.', 752753140127166464), ('Players for WNBA s Lynx wore these shirts and the cops working security walked off the job in protest.', 752753190836117504), ('Players for WNBA s Lynx wore these shirts and the cops working security walked off the job in protest https.', 752753161677344768), ('WNBA Minneapolis police leave security posts at Minnesota Lynx game over protest shi.', 752752532301180928), ('Minneapolis police leave Lynx game over shirts via r politics JohnDelmont.', 752752737696219136), ('Minneapolis cops walk out of Lynx game over players comments shirts BLM BS SIGN THE PETITION MAGA.', 752752364017229824), ('Minneapolis officers working Lynx game walked out over player comments warm up jerseys.', 752752060341288960), ('Cops walk out of Lynx game over players comments via SInow.', 752752850791337984), ('Minneapolis cops stage petulant walk out at minnesotalynx game because players wore BlackLivesMatter t shirts https.', 752753165859074049)]","[('Minneapolis police leave security posts at Minnesota Lynx game over protest shirts.', 752752652644028416)]"
#RXaFilm,"[('We Bought a Zoloft RXaFilm.', 752749974027370497), ('RXaFilm We Bought a Zoloft.', 752751604173070336), ('Diuretic able Me RXaFilm.', 752752826024157184), ('Waiting To Exlax RXaFilm.', 752749894192943104), ('RXaFilm Fiddler On The Roofie.', 752749811489644546), ('josh ill us RXaFilm.', 752750462756159488), ('He NSAID She NSAID RXaFilm.', 752753253360799744), ('Might Morphine Power Rangers RXaFilm.', 752753253633368064), ('Gorillas in the Chemist RXaFilm.', 752753168853774337)]","[('RXaFilm The Chronicle of Ritalin.', 752749859946438656)]"
Make Me,"[('YOU MAKE ME HAPPIER.', 752753283941498880), ('Gurmeetramrahim ji Bless me to make my parents amp You Proud MSGalwaysWithYouth.', 752753298663280640), ('i m a difficult lil female i ll drive you crazy make you happy make you fall in love amp make you wanna kill me.', 752753271920586752), ('Honestly I m glad I met everyone in my life The good and the bad The good make me thankful the bad make me learn my l.', 752753266845290496), ('I truly believe that if u give me an hour of ur day I could make u fall in love with me or is it the other way around I don.', 752753292187283456), ('Natalie you are wifey material You re going to make some man happy amp proud one day sweetest thing someone has ever told me.', 752753304065548289), ('See I can t get married cause of my husband cheat on me one time I m gone that s all it takes You got one time to make me look dumb.', 752753288601333760), ('i need to reevaluate my life rn because solangelo can make me cry just by doing nothing i need to stop.', 752753272838975489), ('it wasn t very obvious bc i wouldn t make a scene at all didn t want people feeling sorry for me so i d just go off the radar for a bit.', 752753314631155712)]","[('You make me so mad.', 752753298092896256)]"
#TheBachelorette,"[('Aaron Rodgers watching this episode TheBachelorette.', 752752768142577664), ('Oh so you and your brother Aaron Rodgers don t talk at all JoJo TheBachelorette.', 752752475678081024), ('First my dream girl And now this beautiful boy All because of this silly show TheBachelorette.', 752752706347888640), ('jordan bye Luke TheBachelorette how many fuckn times can he say like Are we stuck in the like 90s.', 752752857699483649), ('pam Luke his heart in next week s episode look so cute TheBachelorette.', 752752429976870912), ('James Taylor went ham on some fries on TheBachelorette.', 752752577037623296), ('Me when James Taylor didn t get the rose TheBachelorette.', 752752636357738496), ('Reminder I didn t get the last group date rose And yet I m sitting next to the idiot three years later TheBachelorette.', 752752649687142400), ('Idk I m really not feeling Jordan with JoJo TheBachelorette.', 752752501091295232)]","[('Aaron Rodgers watching this episode of TheBachelorette like.', 752752665956876289)]"
#UnlikelyMedicalProcedures,"[('kauffeemann KattFunny UnlikelyMedicalProcedures Testicle implants.', 752747883653242881), ('Peoplectomy the removal of a toxic acquaintance from your life UnlikelyMedicalProcedures.', 752753210335629312), ('UnlikelyMedicalProcedures my dick lmoa.', 752749480512978944), ('UnlikelyMedicalProcedures Donald Trump Brain Implant.', 752750858568404992), ('UnlikelyMedicalProcedures Spine Installation Surgery.', 752752680976543744), ('Shag the lady doctor before the pre surgery anesthesia Seduction before sedation UnlikelyMedicalProcedures SadiqKhan.', 752750967653801984), ('Midwives at Planed Parenthood UnlikelyMedicalProcedures.', 752752899478867968), ('Rib removal so the patient can make a woman from it UnlikelyMedicalProcedures.', 752752886786895877), ('PaulRyan Spine Implant UnlikelyMedicalProcedures.', 752748772866666496)]","[('Darth Vader Physicals UnlikelyMedicalProcedures StarWars.', 752750840348237824)]"
#pursuit,"[('pursuit UPDATE CHP uses spike strip on pursuit driver on SB 57 Watch live.', 752751915658686464), ('Chopper 4 still over truck pursuit 210 fwy near the 57 Stolen truck CHP NBCLA.', 752752097314078721), ('Spike strip slows truck pursuit Tire damage Southbound 57 Fwy from the 210 NBCLA NBC4.', 752752980798078976), ('pursuit update Stolen truck WB 210 NBCLA is taking a short commercial break Stand by.', 752750742033690624), ('WATCH LIVE Police in pursuit of pickup with shredded tires on 57 freeway near San Dimas.', 752753071428481024), ('Our coverage of the CHP stolen truck pursuit continues Watch live.', 752753365789052928), ('Stolen truck pursuit slows to 25 mph on 57 Freeway Watch live.', 752752398070865920), ('BREAKING As of now NBCLA is the ONLY station carrying the police pursuit live on TV.', 752750692939337728), ('Pursuit CHP Setting spikes up a few exits down the Freeway Suspect in 2 lane speeds 60 passing foothill.', 752750784459051008)]","[('PURSUIT Driver of stolen truck leads CHP on 210 Freeway chase heading west Watch live.', 752753058522673152)]"
Ashanti,"[('This song Ashanti will have you in your feelings to.', 752753083428532224), ('110 Fat Joe Ashanti and Ja Rule.', 752752840699891717), ('64 Every Ja Rule amp Ashanti collab was.', 752752954407550976), ('Ashanti on tonight s HipHopHonors carpet.', 752752674039222272), ('RT WhyToby Ashanti and Ja Rule were untouchable together.', 752752698857025536), ('Ashanti had all the bop songs.', 752752737545129984), ('rock w you Ashanti.', 752752579931549697), ('who didn t listen to Ashanti tho is the real question.', 752753025547022336), ('What is bad luck for one man is good luck for another Ashanti Proverb.', 752753092005879808)]","[('3 Every Ashanti song a bop to me.', 752753069176135680)]"
#LHHATL,"[('1 Can t see my girl go through this because of a break up LHHATL.', 752752938536370177), ('1 Waka gotta man up You can t have your mama amp woman out here crying because of you LHHATL.', 752752916897734657), ('HARDEST CURVE I HAVE EVER WITNESSED BRUH LHHATL.', 752752948086583296), ('Mimi s titties look painful like they re going to bust like a gusher or something LHHATL.', 752752834823593984), ('Driaa seeing tammy cry hurts my heart she s such a good woman lhhatl.', 752752828431470592), ('fleezus KandyDang LMAO why Lyfe Jennings play Karlie Redd like that LHHATL this shit rots brains.', 752752890276642817), ('Hendrix1 Bruh I still can t get over this curve LHHATL.', 752752876481572864), ('Seeing Tammy cry gives me chills LHHATL.', 752752882894659584), ('I don t even know who Dee is and never heard of her She acts like she s Missy or someone LHHATL.', 752752905174847488)]","[('LMAO why Lyfe Jennings play Karlie Redd like that LHHATL.', 752752903484370944)]"
#RHOC,"[('01021543560 01021543560 01021543560 RHOC.', 752752690682138624), ('RHOC KellyDodd says she s been ganged up on by other women a lot in her life Wonder why she s annoying as hell RHOC.', 752751147509649408), ('I am inventing a casserole recipe and naming after Vicki RHOC.', 752749462653509632), ('Vicki s love for Brooks was not only blind but it was deaf and mute too RHOC.', 752749503258693632), ('It s like season 10 of RHOC has been dragging on for a year We really need these brooks convos to stop.', 752748330388557825), ('Vicki raised two good kids so she must be doing something right but I still feel for Brianna I can t imagine having Vicki as a mom RHOC.', 752752044205707264), ('amgwilt RHOC KellyDodd carrie4502 Kelly is sharp as a whip She s got this Rhoc.', 752747782297886720), ('vgunvalson lynnmcdonald191 And Briana didn t want to stop and rest which may have helped her feel better Not a fault just a choice Rhoc.', 752749591360053248), ('Kelly on rhoc treats her husband the same way vgunvalson treated Don No love No respect Two self absorbed women.', 752749143408476160)]","[('You got it LMAO Rhoc.', 752748208585969665)]"
Kelly Rowland,"[('Nelly ft Kelly Rowland Dilemma.', 752752779500789760), ('Kelly rowland Dirty laundry.', 752747976460677120), ('Kelly Rowland Still in Love With My Ex.', 752749826681540608), ('How beautiful did Kelly Rowland look tonight Gorgeous HipHopHonors.', 752748148561510400), ('Kelly Rowland lil wayne ice.', 752745501771100160), ('Kelly rowland and Tika Sumpter are my chocolate babies.', 752750895247613952), ('Kelly Rowland is a chocolate goddess KELLYROWLAND HipHopHonors VH1.', 752745253229199361), ('Rowla With all due respect we matter to a lot more people than she does Kelly Rowland.', 752752739692580864)]","[('People sleep on Kelly Rowland she s so beautiful.', 752753051262418944)]"
#OddMomOut,"[('Andy BravoWWHL OddMomOut RHOC.', 752743802012446720), ('HipHopHonors TheBachelorette HRDerby IfSelfiesNeverExisted RHOC UnREALtv SYTYCD IShouldEatMoreFruit OddMomOut Sweg.', 752745548713594881), ('Seriously the funniest show ever I ve watched the Hamilton episode at least 5 times and my 16 year old daughter loved it too OddMomOut.', 752736647792300032), ('OddMomOut you don t know this store of Hillary laughing at getting man off of Child rape you better It s Fact.', 752740129454714880), ('That Uber and Hamilton episode was so good OddMomOut LoveThisShow.', 752738017132027908), ('1st time I saw Hamilton it changed my life I ve seen it twice 2nd time it changed back again Now I need to see it again OddMomOut.', 752742188841201664), ('Honestly it s for the best You don t need that kind of positive energy in your life Jill OddMomOut.', 752748947894968321), ('The one liners tonight about Hamilton tickets are killing it OddMomOut.', 752741701106577408), ('jillkargman Andy Love the show OddMomOut.', 752753276936871936)]","[('jillkargman Stankalicious That was hilarious OddMomOut.', 752753514254786560)]"
Smackdown,"[('I liked a YouTube video Mr McMahon reveals the Commissioners of Raw and SmackDown Live Raw July 11 2016.', 752751431866806273), ('People I like except for some tag teams and the women s roster on Smackdown WWEDraft Raw SmackDown.', 752752286955282433), ('WWE RAW And SmackDown Commissioners Revealed.', 752751822541053957), ('Zack Ryder beat Sheamus on Smackdown Sorry Smackdown isn t canon in the WWE Universe yet Raw.', 752752911390613504), ('sirbeaterofarse WWEDraft Raw SmackDown.', 752751040123011072), ('WWE Annunciato un match e un segmento per Smackdown spoiler Wwe Smackdown Raw.', 752751580907089920), ('Check out my WWE Fantasy Draft roster WWEDraft Raw SmackDown WWE.', 752751178325168138), ('YAS Steph is staying on Raw which means I can keep not watching Smackdown.', 752752664820084736), ('Looking for high res WWE Raw and Smackdown wallpapers viraltoday.', 752752185151201281)]","[('Check out my WWE Fantasy Draft roster WWEDraft Raw SmackDown.', 752752996040269824)]"
